text	set	id	type
<br><font size='1'><i>Flavor: Many people don't understand why Iron Man would need a bodyguard. They haven't met Happy.</i></font>
<br>"	Spider-Man: Homecoming	Happy Hogan (HC)	Heroes

"<font size='5'>High-Tech Spider-Man</font>
<br><font size='3'><i>Spider Friends</i></font>
<br>
<br><b>Advanced Targeting System</b> (5 copies)
<br><img src=""red.png"">
<br>Reveal the top card of your deck. If it costs 2 or less, draw it.
<br><img src=""red.png"">: Draw a card.
<br>Cost: 2
<br>
<br><b>Recon Drone Connection</b> (5 copies)
<br><img src=""silver.png"">
<br>Wall-Crawl
<br><i>Danger Sense 3</i>
<br>0+ Attack
<br>Cost: 2
<br>
<br><b>Spider-Grip</b> (3 copies)
<br><img src=""silver.png"">
<br>Wall-Crawl
<br><img src=""silver.png"">: Choose two Villains in adjacent city spaces. Each of them gets -1 Attack this turn.
<br>2 Attack
<br>Cost: 2
<br>
<br><b>Friendly Neighborhood ...</b> (1 copy)
<br><img src=""silver.png"">
<br>Wall-Crawl
<br><i>Coordinate</i>
<br>You get +3 Attack usable only against the Mastermind or Villains on the Rooftops or Streets.
<br>0+ Attack
<br>Cost: 2
<br>"	Spider-Man: Homecoming	High-Tech Spider-Man (HC)	Heroes

"<font size='5'>Peter's Allies</font>
<br><font size='3'><i>Spider Friends</i></font>
<br>
<br><b>Michelle</b> (5 copies)
<br><img src=""red.png"">
<br>You may choose a Villain or Mastermind. You can fight it using only Recruit this turn.
<br>2 Recruit
<br>Cost: 3
<br>
<br><b>Ned</b> (5 copies)
<br><img src=""red.png"">
<br><i>Coordinate</i>
<br><img src=""red.png"">: You get +2 Recruit
<br>1+ Recruit
<br>Cost: 2
<br>
<br><b>Liz</b> (3 copies)
<br><img src=""yellow.png"">
<br>Whenever you <i>Coordinate</i> a card to another player, you may reveal this to draw two cards instead of one.
<br>4 Recruit
<br>Cost: 6
<br>
<br><b>May Parker</b> (1 copy)
<br><img src=""red.png"">
<br><i>Coordinate</i>
<br>Spider Friends: Each Villain gets -2 Attack this turn. The next time you fight the Mastermind this turn, it gets -2 Attack.
<br>5 Recruit
<br>Cost: 7
<br>"	Spider-Man: Homecoming	Peter's Allies (HC)	Heroes

"<font size='5'>Peter Parker, Homecoming</font>
<br><font size='3'><i>Spider Friends</i></font>
<br>
<br><b>Avenger in Training</b> (5 copies)
<br><img src=""yellow.png"">
<br><i>Wall-Crawl</i>
<br><img src=""yellow.png"">: <i>Danger Sense 1</i>. If this revealed a Villain, you may fight it.
<br>2+ Attack
<br>Cost: 2
<br>
<br><b>Heightened Senses</b> (5 copies)
<br><img src=""red.png"">
<br><i>Danger Sense 2</i>
<br>Reveal the top card of your deck. If it costs 2 or less, draw it.
<br>Cost: 2
<br>
<br><b>Homemade Web-Shooters</b> (3 copies)
<br><img src=""silver.png"">
<br><i>Wall-Crawl</i>
<br><img src=""silver.png"">: <i>Danger Sense 1</i>. If this revealed a Bystander, rescue it.
<br>2+ Attack
<br>Cost: 2
<br>
<br><b>Something is Happening</b> (1 copy)
<br><img src=""green.png"">
<br><i>Wall-Crawl</i>
<br><i>Coordinate</i>
<br><i>Danger Sense 4</i>
<br>If this revealed any Scheme Twists, you may shuffle the Villain Deck.
<br>0+ Attack
<br>Cost: 2
<br>"	Spider-Man: Homecoming	Peter Parker, Homecoming (HC)	Heroes

"<font size='5'>Tony Stark</font>
<br><font size='3'><i>Avengers</i></font>
<br>
<br><b>Genius, Billionaire ...</b> (5 copies)
<br><img src=""silver.png"">
<br><i>Coordinate</i>
<br>1 Recruit
<br>1 Attack
<br>Cost: 2
<br><font size='1'><i>Flavor: ""Just don't do anything I would do. And definitely don't do anything I wouldn't do. There's a little grey area in there, and that's where you operate.""</i></font>
<br>
<br><b>Stay Out of Trouble</b> (5 copies)
<br><img src=""silver.png"">
<br><i>Coordinate</i>
<br><img src=""silver.png"">: <i>Danger Sense 2</i>
<br>2+ Attack
<br>Cost: 4
<br><font size='1'><i>Flavor: I know you want to save the world, but you're not ready yet.</i></font>
<br>
<br><b>Little Grey Area</b> (3 copies)
<br><img src=""blue.png"">
<br>Avengers: <i>Danger Sense 1</i>. If this revealed a Villain, then Villains from that same Villain Group get -1 Attack this turn.
<br>3+ Attack
<br>Cost: 5
<br>
<br><b>As Usual, I Did All the Work</b> (1 copy)
<br><img src=""blue.png"">
<br><i>Coordinate</i>
<br>If another player accepts this <i>Coordinate</i>, then at the end of this turn, move all cards that entered that player's Victory Pile this turn into your Victory Pile.
<br>5 Attack
<br>Cost: 7
<br>
<br>
<br>"	Spider-Man: Homecoming	Tony Stark (HC)	Heroes

"<font size='5'>Gwenpool</font>
<br><font size='3'><i>Champions</i></font>
<br>
<br><b>Come On, Nobody Reads Card Names</b> (5 copies)
<br><img src=""red.png"">
<br>0+ Recruit
<br>0+ Attack
<br><i>Versatile 1</i>
<br><img src=""red.png"">: Instead, <i>Versatile 3</i>.
<br>Cost: 2
<br><font size='1'><i>Flavor: And don't even get me started on flavor text.</i></font>
<br>
<br><b>I'll Rescue You If I Feel Like It</b> (5 copies)
<br><img src=""yellow.png"">
<br>2 Attack
<br>Reveal the top card of the Bystander Deck. If it's a Special Bystander, rescue it. Otherwise, put it on the bottom of that deck.
<br>Cost: 3
<br>
<br><b>I Heard Keywords Are Powerful</b> (3 copies)
<br><img src=""yellow.png"">
<br>2 Attack
<br><i>Size-Changing</i> <img src=""yellow.png"">
<br><img src=""yellow.png"">: Draw a card.
<br><i>Cheering Crowds</i>
<br>Cost: 6*
<br>
<br><b>I'm the Best at Board Games</b> (1 copy)
<br><img src=""yellow.png"">
<br>5 Attack
<br><i>Demolish</i> each other player. For each player that discards a card this way, draw a card.
<br>Cost: 7
<br>"	Champions	Gwenpool (CH)	Heroes

"<font size='5'>Ms. Marvel</font>
<br><font size='3'><i>Champions</i></font>
<br>
<br><b>Long Arm of the Law</b> (5 copies)
<br><img src=""red.png"">
<br><i>Size-Changing</i> <img src=""red.png"">
<br>Draw a card.
<br><img src=""red.png"">: Rescue a Bystander.
<br>Cost: 3*
<br>
<br><b>Big Impact</b> (5 copies)
<br><img src=""green.png"">
<br>0+ Recruit
<br>0+ Attack
<br><i>Size-Changing</i> <img src=""green.png"">
<br><i>Versatile 2</i>
<br>Cost: 4*
<br>
<br><b>Need to Stretch My Legs</b> (3 copies)
<br><img src=""red.png"">
<br>2 Attack
<br><i>Size-Changing</i> <img src=""red.png"">
<br>Champions: You may KO a card from your hand or discard pile.
<br><i>Cheering Crowds</i>
<br>Cost: 6*
<br>
<br><b>Rising Hope</b> (1 copy)
<br><img src=""green.png"">
<br>0+ Recruit
<br>0+ Attack
<br><i>Size-Changing</i> <img src=""green.png"">, <img src=""red.png"">
<br><i>Versatile 4</i>
<br><i>Cheering Crowds</i>
<br>Cost: 9*
<br>"	Champions	Ms. Marvel (CH)	Heroes

"<font size='5'>Nova</font>
<br><font size='3'><i>Champions</i></font>
<br>
<br><b>Space Cop</b> (5 copies)
<br><img src=""green.png"">
<br>0+ Recruit
<br>0+ Attack
<br><i>Versatile 1</i>
<br>Champions: Rescue a Bystander.
<br>Cost: 2
<br><font size='1'><i>Flavor: Solar systems are variable. Saving people is the constant.</i></font>
<br>
<br><b>Interstellar Hero</b> (5 copies)
<br><img src=""blue.png"">
<br>0+ Recruit
<br>0+ Attack
<br><i>Versatile 2</i>
<br><i>Cheering Crowds</i>
<br>Cost: 4
<br><font size='1'><i>Flavor: ""The best part about being Nova-famous is I can take off my helmet and nobody knows it's me.""</i></font>
<br>
<br><b>Holographic Projection</b> (3 copies)
<br><img src=""blue.png"">
<br>0+ Recruit
<br>2+ Attack
<br><img src=""blue.png"">: <i>Versatile 3</i>
<br>Cost: 5
<br><font size='1'><i>Flavor: The Nova Force can be channeled to virtually any purpose.</i></font>
<br>
<br><b>Growing Nova Force</b> (1 copy)
<br><img src=""blue.png"">
<br>0+ Recruit
<br>0+ Attack
<br><i>Size-Changing</i> <img src=""blue.png"">, <img src=""green.png"">
<br>For each other card you played this turn with a Recruit icon, you get +1 Recruit. For each other card you played this turn with an Attack icon, you get +1 Attack.
<br>Cost: 9*
<br>"	Champions	Nova (CH)	Heroes

"<font size='5'>Totally Awesome Hulk</font>
<br><font size='3'><i>Champions</i></font>
<br>
<br><b>Beloved Behemoth</b> (5 copies)
<br><img src=""green.png"">
<br>2 Attack
<br><i>Size-Changing</i> <img src=""green.png"">
<br><img src=""green.png"">: The first time you defeat a Villain this turn, rescue a Bystander.
<br>Cost: 4*
<br>
<br><b>Incredible Mind, Awesome Body</b> (5 copies)
<br><img src=""silver.png"">
<br>1 Recruit
<br><i>Size-Changing</i> <img src=""silver.png"">
<br>Draw a card.
<br><i>Cheering Crowds</i>
<br>Cost: 4*
<br>
<br><b>Growing Pains</b> (3 copies)
<br><img src=""green.png"">
<br>2+ Attack
<br><i>Size-Changing</i> <img src=""green.png"">
<br>If you have a Wound in your hand or discard pile, KO it and you get +2 Attack. Otherwise, gain a Wound.
<br>Cost: 5*
<br>
<br><b>7th Smartest Man in the World</b> (1 copy)
<br><img src=""silver.png"">
<br>5+ Attack
<br><i>Size-Changing</i> <img src=""silver.png"">, <img src=""green.png"">
<br>You get +1 Attack for each extra card you drew this turn.
<br>Cost: 9*
<br>"	Champions	Totally Awesome Hulk (CH)	Heroes

"<font size='5'>Viv Vision</font>
<br><font size='3'><i>Champions</i></font>
<br>
<br><b>Walking Wi-Fi</b> (5 copies)
<br><img src=""silver.png"">
<br>2 Recruit
<br><img src=""silver.png"">: Whenever you recruit a Hero from the HQ this turn, rescue a Bystander.
<br>Cost: 3
<br>
<br><b>Expanding Neural Network</b> (5 copies)
<br><img src=""silver.png"">
<br>2 Attack
<br><i>Size-Changing</i> <img src=""silver.png"">
<br><img src=""silver.png"">: When you draw a new hand of cards at the end of this turn, draw an extra card.
<br>Cost: 4*
<br>
<br><b>Crowdsourcing</b> (3 copies)
<br><img src=""blue.png"">
<br>0+ Recruit
<br>0+ Attack
<br><i>Versatile 3</i>
<br><i>Cheering Crowds</i>
<br>Cost: 6
<br>
<br><b>Alter Molecular Density</b> (1 copy)
<br><img src=""silver.png"">
<br>5 Recruit
<br>0+ Attack
<br><i>Size-Changing</i> <img src=""silver.png"">, <img src=""blue.png"">
<br>Whenever you recruit a Hero this turn, you get +2 Attack.
<br>Cost: 9*
<br>
<br>
<br>
<br>"	Champions	Viv Vision (CH)	Heroes

"<font size='5'>Amadeus Cho</font>
<br><font size='3'><i>Champions</i></font>
<br>
<br><b>Extrapolate</b> (5 copies)
<br><img src=""yellow.png"">
<br>1 Recruit
<br><i>Outwit</i>: Draw a card.
<br>Cost: 2
<br><font size='1'><i>Cho's coyote pup Kirby helps him solve the most complex equation of all: Love</i></font>
<br>
<br><b>Gamma-Draining Nanites</b> (5 copies)
<br><img src=""silver.png"">
<br>Draw a card.
<br>Then, if you drew two cards this turn, <i>Transform</i> this into Like Totally Smart Hulk.
<br>Cost: 3
<br>
<br>Transformed
<br><b>Like Totally Smart Hulk</b> (5 copies)
<br><img src=""green.png"">
<br>2+ Attack
<br><i>Outwit</i>: You get +2 Attack.
<br>Cost: 5
<br><font size='1'><i>This hulk breaks encryption just as well as he breaks skulls.</i></font>
<br>
<br><b>Renegade Genius</b> (3 copies)
<br><img src=""silver.png"">
<br>0+ Attack
<br>You get +1 Attack for each different cost of Hero you have.
<br><i>Outwit</i>: Draw a card.
<br>Cost: 6
<br>
<br><b>Visualize the Variables</b> (1 copy)
<br><img src=""silver.png"">
<br>4 Attack
<br>Whenever you use an <i>Outwit</i> ability this turn, you may use it an extra time.
<br><i>Outwit</i>: Look at the top card of your deck. KO it or put it back.
<br>Cost: 8
<br>"	World War Hulk	Amadeus Cho (WW)	Heroes

"<font size='5'>Bruce Banner</font>
<br><font size='3'><i>Avengers</i></font>
<br>
<br><b>Solve the Impossible</b> (5 copies)
<br><img src=""silver.png"">
<br>1 Attack
<br><i>Outwit</i>: When you draw a new hand of cards at the end of this turn, draw an extra card.
<br>Cost: 2
<br>
<br><b>Gamma Bomb Disaster</b> (5 copies)
<br><img src=""silver.png"">
<br>2 Recruit
<br><i>Outwit</i>: <b>'Transform</b>' this into Savage Hulk Unleashed.
<br>Cost: 4
<br>
<br>Transformed
<br><b>Savage Hulk Unleashed</b> (5 copies)
<br><img src=""green.png"">
<br>0+ Attack
<br><i>Smash 4</i>
<br>Cost: 5
<br><font size='1'><i>After all, he doesn't shout ""Hulk gently tap.""</i></font>
<br>
<br><b>Dangerous Testing</b> (3 copies)
<br><img src=""silver.png"">
<br>3 Attack
<br><img src=""silver.png"">: Reveal the top card of your deck. If it costs 0, KO it.
<br>Cost: 6
<br><font size='1'><i>You can't make a scientific breakthrough without breaking through a few scientists.</i></font>
<br>
<br><b>Gamma Ray Experiment</b> (1 copy)
<br><img src=""silver.png"">
<br>4 Attack
<br><i>Outwit</i>: Look at the top three cards of your deck. Draw one of them, KO one, and put one back.
<br>Cost: 7
<br>"	World War Hulk	Bruce Banner (WW)	Heroes

"<font size='5'>Caiera</font>
<br><font size='3'><i>Warbound</i></font>
<br>
<br><b>Shadow Queen</b> (5 copies)
<br><img src=""red.png"">
<br>1 Attack
<br><i>Outwit</i>: Draw a card.
<br>Cost: 2
<br><font size='1'><i>She reaches into the very soul of Sakaar, pulling strength to rival the Hulk himself.</i></font>
<br>
<br><b>Shadowforged Blade</b> (5 copies)
<br><img src=""red.png"">
<br>2+ Attack
<br><img src=""red.png"">: <i>Smash 2</i>
<br>Cost: 4
<br><font size='1'><i>This sword can cut the Hulk. Imagine what it can do to you.</i></font>
<br>
<br><b>Focus The Old Power</b> (3 copies)
<br><img src=""green.png"">
<br>2 Attack
<br><i>Outwit</i>: You may KO a card from your hand or discard pile.
<br>Cost: 6
<br><font size='1'><i>Her deeds earned the respect of all Sakaar.</i></font>
<br>
<br><b>Dutiful Protector</b> (1 copy)
<br><img src=""yellow.png"">
<br>Double the Recruit you have.
<br>If there are at least 3 Heroes per player in the KO pile, <i>Transform</i> this into Vengeful Destructor.
<br>Cost: 7
<br>
<br>Transformed
<br><b>Vengeful Destructor</b> (1 copy)
<br><img src=""green.png"">
<br>Double the Attack you have.
<br>Cost: 7
<br><font size='1'><i>The Red King betrayed her, causing the plague of Cytoplasm Spikes that destroyed her people.</i></font>
<br>"	World War Hulk	Caiera (WW)	Heroes

"<font size='5'>Gladiator Hulk</font>
<br><font size='3'><i>Warbound</i></font>
<br>
<br><b>Don't Make Me Angry</b> (5 copies)
<br><img src=""green.png"">
<br>0+ Attack
<br>Draw a card.
<br><i>Smash 2</i>
<br>Cost: 3
<br><font size='1'><i>Or honestly, go ahead. You're going to get smashed either way.</i></font>
<br>
<br><b>Seize The Throne</b> (5 copies)
<br><img src=""yellow.png"">
<br>0+ Attack
<br><i>Smash 3</i>
<br>Then, if you discarded at least two cards this turn, <i>Transform</i> this into Hulk Is King and put it on top of your deck.
<br>Cost: 4
<br>
<br>Transformed
<br><b>Hulk Is King</b> (5 copies)
<br><img src=""green.png"">
<br>3 Attack
<br>When a card effect causes you to discard this card, you may return this card to your hand.
<br>Cost: 5
<br>
<br><b>The Green Scar</b> (3 copies)
<br><img src=""green.png"">
<br>3+ Attack
<br><img src=""green.png"">: <i>Cross-Dimensional Hulk Rampage</i>.
<br>If any players gained a Wound this way, you get <i>Wounded Fury</i>.
<br>Cost: 5
<br>
<br><b>Double-Fisted Smashing</b> (1 copy)
<br><img src=""green.png"">
<br>0+ Attack
<br>You get double Attack from each Smash this turn.
<br><i>Smash 3</i>
<br>Cost: 8
<br>"	World War Hulk	Gladiator Hulk (WW)	Heroes

"<font size='5'>Hiroim</font>
<br><font size='3'><i>Warbound</i></font>
<br>
<br><b>Seek Redemption</b> (5 copies)
<br><img src=""red.png"">
<br>2 Attack
<br><img src=""red.png"">: The first time you defeat a Villain this turn, rescue a Bystander.
<br>Cost: 3
<br>
<br><b>Save from the Rubble</b> (5 copies)
<br><img src=""red.png"">
<br>1 Recruit
<br>Draw a card.
<br>If there are at least two Bystanders in your Victory Pile, <i>Transform</i> this into Hiroim Redeemed.
<br>Cost: 4
<br>
<br>Transformed
<br><b>Hiroim Redeemed</b> (5 copies)
<br><img src=""green.png"">
<br>1+ Attack
<br>You get +1 Attack for every two Bystanders in your Victory Pile.
<br>Cost: 5
<br><font size='1'><i>His hard-won realization: A prophecy doesn't make you important. Your actions do.</i></font>
<br>
<br><b>Mystic Shadow Priest</b> (3 copies)
<br><img src=""red.png"">
<br>2 Attack
<br>Warbound: You may KO a 0-cost card from any player's discard pile. If you KO a Wound this way, rescue a Bystander.
<br>Cost: 6
<br>
<br><b>Blade of the People</b> (1 copy)
<br><img src=""yellow.png"">
<br>Choose one: Rescue three Bystanders, or defeat any Villain or Mastermind whose Attack is less than the number of Bystanders in your Victory Pile.
<br>Cost: 7
<br>"	World War Hulk	Hiroim (WW)	Heroes

"<font size='5'>Hulkbuster Iron Man</font>
<br><font size='3'><i>Avengers</i></font>
<br>
<br><b>Pound for Pound</b> (5 copies)
<br><img src=""green.png"">
<br>0+ Attack
<br>Draw a card.
<br><img src=""silver.png"">: You get +2 Attack.
<br>Cost: 2
<br><font size='1'><i>In the end, what matters isn't the iron, it's the man.</i></font>
<br>
<br><b>Attune Techtonic Transducer</b> (5 copies)
<br><img src=""silver.png"">
<br>2+ Attack
<br><i>Outwit</i>: <b>'Smash 2</b>'
<br>Cost: 4
<br><font size='1'><i>Sometimes being smart means figuring out a better way to smash something.</i></font>
<br>
<br><b>Build the Suit</b> (3 copies)
<br><img src=""silver.png"">
<br>3 Recruit
<br><img src=""silver.png""> <img src=""green.png"">: <i>Transform</i> this into Ultra-Massive Armor
<br>Cost: 5
<br><font size='1'><i>Tony Stark has specialized suits for many occasions. This one is specialized for may concussions.</i></font>
<br>
<br>Transformed
<br><b>Ultra-Massive Armor</b> (3 copies)
<br><img src=""silver.png"">
<br>0+ Attack
<br>Draw two cards.
<br><i>Smash 2</i>
<br>Cost: 6
<br><font size='1'><i>With typical arrogance, Iron Man believes he can out Hulk the Hulk</i></font>
<br>
<br><b>Final Battle</b> (1 copy)
<br><img src=""silver.png"">
<br>5+ Attack
<br>You get +2 Attack for each other <img src=""silver.png""> and/or <img src=""green.png""> card you played this turn.
<br>Cost: 8
<br>"	World War Hulk	Hulkbuster Iron Man (WW)	Heroes

"<font size='5'>Joe Fixit, Grey Hulk</font>
<br><font size='3'><i>Crime Syndicate</i></font>
<br>
<br><b>Carefully Considered Smashing</b> (5 copies)
<br><img src=""green.png"">
<br>2 Recruit
<br>0+ Attack
<br><img src=""green.png"">: <i>Smash 2</i>
<br>Cost: 3
<br>
<br><b>Threaten And Bribe</b> (5 copies)
<br><img src=""red.png"">
<br>2 Recruit
<br>Choose a Villain. You can spend any combination of Recruit and Attack to fight it this turn.
<br>Cost: 4
<br>
<br><b>Ambitious Enforcer</b> (3 copies)
<br><img src=""green.png"">
<br>3 Attack
<br>When you defeat a Villain this turn that has 6 Attack or more, <i>Transform</i> this into Underworld Boss and put it on top of your deck.
<br>Cost: 6
<br>
<br>Transformed
<br><b>Underworld Boss</b> (3 copies)
<br><img src=""yellow.png"">
<br>0+ Attack
<br>Choose a Villain in your Victory Pile, You get + Attack equal to it's printed VP.
<br>Cost: 6
<br><font size='1'><i>""Once I was the strongest there is. Now I'm everything there is.""</i></font>
<br>
<br><b>Hulk Runs This Town</b> (1 copy)
<br><img src=""red.png"">
<br>4 Attack
<br>You can spend any combination of Recruit and Attack to fight the Mastermind this turn.
<br>Cost: 7
<br>"	World War Hulk	Joe Fixit, Grey Hulk (WW)	Heroes

"<font size='5'>Korg</font>
<br><font size='3'><i>Warbound</i></font>
