herotext	text	set	id	heroname
Legion	"<font size='5'>Legion</font>
<font size='3'><i>X-Men</i></font>

<b>Bend Steel/Bend Light</b> (5 copies)
<i>Divided</i>
<b>Bend Steel</b>
https://cf.geekdo-static.com/mbs/mb_26286_0.png
<i>Berserk</i>
1+ Attack
Cost: 2
---
<b>Bend Light</b>
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Lightshow</i>: You get +2 Recruit.
1+ Recruit
Cost: 2

<b>Split Personality/Split Eardrums</b> (5 copies)
<i>Divided</i>
<b>Split Personality</b>
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Attack
Cost: 3
---
<b>Split Eardrums</b>
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Piercing Energy</i>
2 Piercing
Cost: 3

<b>Channel Time/Channel Fire</b> (3 copies)
<i>Divided</i>
<b>Channel Time</b>
https://cf.geekdo-static.com/mbs/mb_26284_0.png
Draw two cards.
Cost: 5
---
<b>Channel Fire</b>
https://cf.geekdo-static.com/mbs/mb_26287_0.png
You get +1 Attack for each different Hero Class in your discard pile.
0+ Attack
Cost: 5

<b>Maelstrom of Clashing Powers</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Soaring Flight</i>
Reveal the top three cards of the Hero Deck. You get their total printed Attack. Put them on the bottom of the Hero Deck.
3+ Attack
Cost: 8
"	X-Men	XM	Legion (XM)
Longshot	"<font size='5'>Longshot</font>
<font size='3'><i>X-Men</i></font>

<b>Fortune Favors the Bold</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
To play this card, you must put a card from your hand on top of your deck.
3 Attack
Cost: 3

<b>Flurry of Blades</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>Berserk</i>
https://cf.geekdo-static.com/mbs/mb_26287_0.png: <i>Berserk</i>
2+ Attack
Cost: 4
<font size='1'><i>Flavor: Longshot is supernaturally lucky. His enemies? Not so much.</i></font>

<b>Make My Own Luck</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
Look at the top card of your deck. Discard it or put it back.
https://cf.geekdo-static.com/mbs/mb_26283_0.png: You may KO the card you discarded this way.
3 Attack
Cost: 6

<b>Escape from Mojo World</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
Reveal the top card of the Villain Deck. If it's a Villain, you may put it on the bottom of that Deck.
X-Men: You get +Attack equal to the printed Victory Points of the card you revealed.
5+ Attack
Cost: 7
"	X-Men	XM	Longshot (XM)
Phoenix	"<font size='5'>Phoenix</font>
<font size='3'><i>X-Men</i></font>

<b>Life & Death Incarnate</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
KO this card.
You may KO a card from your hand or discard pile.
3 Recruit
Cost: 3

<b>Obliterating Fire</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Soaring Flight</i>
<i>Piercing Energy</i>
KO this card.
4 Piercing
Cost: 4

<b>Reincarnating Phoenix</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
Draw two cards.
You may put a Hero that was KO'd this turn into your discard pile.
Cost: 6

<b>Driven Mad by Power</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
<i>Berserk</i>, <b>'Berserk</b>', '''Berserk''', '''Berserk'''
KO all the cards you <i>Berserked</i>. If this card makes at least 13 Attack, then the Phoenix Force becomes corrupted by power and devours the Earth. You win, Evil wins, and all other players lose.
6+ Attack
Cost: 9
"	X-Men	XM	Phoenix (XM)
Polaris	"<font size='5'>Polaris</font>
<font size='3'><i>X-Men</i></font>

<b>Ride the Magnetic Waves</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Soaring Flight</i>
https://cf.geekdo-static.com/mbs/mb_26283_0.png: When you draw a new hand of cards at the end of this turn, draw an extra card.
2 Recruit
Cost: 3

<b>Electromagnetic Pulse</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Piercing Energy</i>
https://cf.geekdo-static.com/mbs/mb_26285_0.png: Draw a card.
2 Piercing
Cost: 4

<b>Subtle Attunement</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Soaring Flight</i>
https://cf.geekdo-static.com/mbs/mb_26283_0.png: Look at the top two cards of your deck. You may KO one of them. Put the rest back in any order.
2 Attack
Cost: 6

<b>Reverse Polarity</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Soaring Flight</i>
<i>X-Gene</i> X-Men: You can use Recruit as Attack this turn, and vice versa.
4 Recruit
Cost: 8
"	X-Men	XM	Polaris (XM)
Psylocke	"<font size='5'>Psylocke</font>
<font size='3'><i>X-Men</i></font>

<b>Psychic Knife</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
Draw a card.
<i>Piercing Energy</i>
https://cf.geekdo-static.com/mbs/mb_26284_0.png: You get +1 Piercing.
0+ Piercing
Cost: 2

<b>Precognition</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
Reveal the top card of the Hero Deck. You may recruit it this turn. If you do, draw a card.
2 Recruit
Cost: 3

<b>Butterfly Effect</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Piercing Energy</i>
<i>X-Gene</i> https://cf.geekdo-static.com/mbs/mb_26283_0.png: You get +1 Piercing.
2+ Piercing
Cost: 5
<font size='1'><i>Flavor: The focused totality of her powers.</i></font>

<b>Telepathic Ninjutsu</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Piercing Energy</i>
Reveal the top card of the Hero Deck. The player of your choice puts it in their hand.
3 Piercing
Cost: 7
"	X-Men	XM	Psylocke (XM)
X-23	"<font size='5'>X-23</font>
<font size='3'><i>X-Men</i></font>

<b>Adamantium Footclaws</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>X-Gene</i> https://cf.geekdo-static.com/mbs/mb_26284_0.png: Draw a card.
2 Attack
Cost: 3
<font size='1'><i>Flavor: Cloned from Wolverine's DNA, X-23 has extra Adamantium foot claws and almost as much savagery.</i></font>

<b>Healing Factor Genome</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Berserk</i>
You may KO a Wound from your hand or discard pile.
2+ Attack
Cost: 4

<b>Bioengineered Assassin</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Berserk</i>
<i>X-Gene</i> https://cf.geekdo-static.com/mbs/mb_26284_0.png: You may KO a card from your hand or discard pile.
2+ Attack
Cost: 6

<b>Heir to Wolverine</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Berserk</i>, <b>'Berserk</b>'
<i>X-Gene</i> https://cf.geekdo-static.com/mbs/mb_26284_0.png: Count the https://cf.geekdo-static.com/mbs/mb_26284_0.png cards in your discard pile. <b>'Berserk</b>' that many times.
3+ Attack
Cost: 7


"	X-Men	XM	X-23 (XM)
Happy Hogan	"<font size='5'>Happy Hogan</font>
<font size='3'><i>(Unaffiliated)</i></font>

<b>Head of Security</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Coordinate</i>
KO all Wounds you gained this turn.
2 Recruit
Cost: 3

<b>Watchful Eye</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
https://cf.geekdo-static.com/mbs/mb_26284_0.png: <i>Danger Sense 2</i>. If this revealed any Master Strikes, KO those Strikes, then you may KO a card from your hand or discard pile.
2+ Attack
Cost: 4

<b>Loyal Friend</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>Coordinate</i>
<i>Striker</i>
0+ Attack
Cost: 5
<font size='1'><i>Flavor: ""Don't I look happy to you?""</i></font>

<b>Asset Management</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Double Striker</i>
0+ Attack
Cost: 5
<font size='1'><i>Flavor: Many people don't understand why Iron Man would need a bodyguard. They haven't met Happy.</i></font>
"	Spider-Man Homecoming	HC	Happy Hogan (HC)
High-Tech Spider-Man	"<font size='5'>High-Tech Spider-Man</font>
<font size='3'><i>Spider Friends</i></font>

<b>Advanced Targeting System</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
Reveal the top card of your deck. If it costs 2 or less, draw it.
https://cf.geekdo-static.com/mbs/mb_26283_0.png: Draw a card.
Cost: 2

<b>Recon Drone Connection</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
Wall-Crawl
<i>Danger Sense 3</i>
0+ Attack
Cost: 2

<b>Spider-Grip</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
Wall-Crawl
https://cf.geekdo-static.com/mbs/mb_26287_0.png: Choose two Villains in adjacent city spaces. Each of them gets -1 Attack this turn.
2 Attack
Cost: 2

<b>Friendly Neighborhood ...</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
Wall-Crawl
<i>Coordinate</i>
You get +3 Attack usable only against the Mastermind or Villains on the Rooftops or Streets.
0+ Attack
Cost: 2
"	Spider-Man Homecoming	HC	High-Tech Spider-Man (HC)
Peter's Allies	"<font size='5'>Peter's Allies</font>
<font size='3'><i>Spider Friends</i></font>

<b>Michelle</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
You may choose a Villain or Mastermind. You can fight it using only Recruit this turn.
2 Recruit
Cost: 3

<b>Ned</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Coordinate</i>
https://cf.geekdo-static.com/mbs/mb_26283_0.png: You get +2 Recruit
1+ Recruit
Cost: 2

<b>Liz</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
Whenever you <i>Coordinate</i> a card to another player, you may reveal this to draw two cards instead of one.
4 Recruit
Cost: 6

<b>May Parker</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Coordinate</i>
Spider Friends: Each Villain gets -2 Attack this turn. The next time you fight the Mastermind this turn, it gets -2 Attack.
5 Recruit
Cost: 7
"	Spider-Man Homecoming	HC	Peter's Allies (HC)
Peter Parker, Homecoming	"<font size='5'>Peter Parker, Homecoming</font>
<font size='3'><i>Spider Friends</i></font>

<b>Avenger in Training</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Wall-Crawl</i>
https://cf.geekdo-static.com/mbs/mb_26284_0.png: <i>Danger Sense 1</i>. If this revealed a Villain, you may fight it.
2+ Attack
Cost: 2

<b>Heightened Senses</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Danger Sense 2</i>
Reveal the top card of your deck. If it costs 2 or less, draw it.
Cost: 2

<b>Homemade Web-Shooters</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>Wall-Crawl</i>
https://cf.geekdo-static.com/mbs/mb_26287_0.png: <i>Danger Sense 1</i>. If this revealed a Bystander, rescue it.
2+ Attack
Cost: 2

<b>Something is Happening</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
<i>Wall-Crawl</i>
<i>Coordinate</i>
<i>Danger Sense 4</i>
If this revealed any Scheme Twists, you may shuffle the Villain Deck.
0+ Attack
Cost: 2
"	Spider-Man Homecoming	HC	Peter Parker, Homecoming (HC)
Tony Stark	"<font size='5'>Tony Stark</font>
<font size='3'><i>Avengers</i></font>

<b>Genius, Billionaire ...</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>Coordinate</i>
1 Recruit
1 Attack
Cost: 2
<font size='1'><i>Flavor: ""Just don't do anything I would do. And definitely don't do anything I wouldn't do. There's a little grey area in there, and that's where you operate.""</i></font>

<b>Stay Out of Trouble</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>Coordinate</i>
https://cf.geekdo-static.com/mbs/mb_26287_0.png: <i>Danger Sense 2</i>
2+ Attack
Cost: 4
<font size='1'><i>Flavor: I know you want to save the world, but you're not ready yet.</i></font>

<b>Little Grey Area</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
Avengers: <i>Danger Sense 1</i>. If this revealed a Villain, then Villains from that same Villain Group get -1 Attack this turn.
3+ Attack
Cost: 5

<b>As Usual, I Did All the Work</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Coordinate</i>
If another player accepts this <i>Coordinate</i>, then at the end of this turn, move all cards that entered that player's Victory Pile this turn into your Victory Pile.
5 Attack
Cost: 7


"	Spider-Man Homecoming	HC	Tony Stark (HC)
Gwenpool	"<font size='5'>Gwenpool</font>
<font size='3'><i>Champions</i></font>

<b>Come On, Nobody Reads Card Names</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
0+ Recruit
0+ Attack
<i>Versatile 1</i>
https://cf.geekdo-static.com/mbs/mb_26283_0.png: Instead, <i>Versatile 3</i>.
Cost: 2
<font size='1'><i>Flavor: And don't even get me started on flavor text.</i></font>

<b>I'll Rescue You If I Feel Like It</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Attack
Reveal the top card of the Bystander Deck. If it's a Special Bystander, rescue it. Otherwise, put it on the bottom of that deck.
Cost: 3

<b>I Heard Keywords Are Powerful</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26284_0.png
https://cf.geekdo-static.com/mbs/mb_26284_0.png: Draw a card.
<i>Cheering Crowds</i>
Cost: 6*

<b>I'm the Best at Board Games</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
5 Attack
<i>Demolish</i> each other player. For each player that discards a card this way, draw a card.
Cost: 7
"	Champions	CH	Gwenpool (CH)
Ms. Marvel	"<font size='5'>Ms. Marvel</font>
<font size='3'><i>Champions</i></font>

<b>Long Arm of the Law</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26283_0.png
Draw a card.
https://cf.geekdo-static.com/mbs/mb_26283_0.png: Rescue a Bystander.
Cost: 3*

<b>Big Impact</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Recruit
0+ Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26286_0.png
<i>Versatile 2</i>
Cost: 4*

<b>Need to Stretch My Legs</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2 Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26283_0.png
Champions: You may KO a card from your hand or discard pile.
<i>Cheering Crowds</i>
Cost: 6*

<b>Rising Hope</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Recruit
0+ Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Versatile 4</i>
<i>Cheering Crowds</i>
Cost: 9*
"	Champions	CH	Ms. Marvel (CH)
Nova	"<font size='5'>Nova</font>
<font size='3'><i>Champions</i></font>

<b>Space Cop</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Recruit
0+ Attack
<i>Versatile 1</i>
Champions: Rescue a Bystander.
Cost: 2
<font size='1'><i>Flavor: Solar systems are variable. Saving people is the constant.</i></font>

<b>Interstellar Hero</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
0+ Recruit
0+ Attack
<i>Versatile 2</i>
<i>Cheering Crowds</i>
Cost: 4
<font size='1'><i>Flavor: ""The best part about being Nova-famous is I can take off my helmet and nobody knows it's me.""</i></font>

<b>Holographic Projection</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
0+ Recruit
2+ Attack
https://cf.geekdo-static.com/mbs/mb_26285_0.png: <i>Versatile 3</i>
Cost: 5
<font size='1'><i>Flavor: The Nova Force can be channeled to virtually any purpose.</i></font>

<b>Growing Nova Force</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
0+ Recruit
0+ Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26285_0.png, https://cf.geekdo-static.com/mbs/mb_26286_0.png
For each other card you played this turn with a Recruit icon, you get +1 Recruit. For each other card you played this turn with an Attack icon, you get +1 Attack.
Cost: 9*
"	Champions	CH	Nova (CH)
Totally Awesome Hulk	"<font size='5'>Totally Awesome Hulk</font>
<font size='3'><i>Champions</i></font>

<b>Beloved Behemoth</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2 Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26286_0.png
https://cf.geekdo-static.com/mbs/mb_26286_0.png: The first time you defeat a Villain this turn, rescue a Bystander.
Cost: 4*

<b>Incredible Mind, Awesome Body</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
1 Recruit
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26287_0.png
Draw a card.
<i>Cheering Crowds</i>
Cost: 4*

<b>Growing Pains</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2+ Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26286_0.png
If you have a Wound in your hand or discard pile, KO it and you get +2 Attack. Otherwise, gain a Wound.
Cost: 5*

<b>7th Smartest Man in the World</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
5+ Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26287_0.png, https://cf.geekdo-static.com/mbs/mb_26286_0.png
You get +1 Attack for each extra card you drew this turn.
Cost: 9*
"	Champions	CH	Totally Awesome Hulk (CH)
Viv Vision	"<font size='5'>Viv Vision</font>
<font size='3'><i>Champions</i></font>

<b>Walking Wi-Fi</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Recruit
https://cf.geekdo-static.com/mbs/mb_26287_0.png: Whenever you recruit a Hero from the HQ this turn, rescue a Bystander.
Cost: 3

<b>Expanding Neural Network</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26287_0.png
https://cf.geekdo-static.com/mbs/mb_26287_0.png: When you draw a new hand of cards at the end of this turn, draw an extra card.
Cost: 4*

<b>Crowdsourcing</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
0+ Recruit
0+ Attack
<i>Versatile 3</i>
<i>Cheering Crowds</i>
Cost: 6

<b>Alter Molecular Density</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
5 Recruit
0+ Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26287_0.png, https://cf.geekdo-static.com/mbs/mb_26285_0.png
Whenever you recruit a Hero this turn, you get +2 Attack.
Cost: 9*



"	Champions	CH	Viv Vision (CH)
Amadeus Cho	"<font size='5'>Amadeus Cho</font>
<font size='3'><i>Champions</i></font>

<b>Extrapolate</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
1 Recruit
<i>Outwit</i>: Draw a card.
Cost: 2
<font size='1'><i>Cho's coyote pup Kirby helps him solve the most complex equation of all: Love</i></font>

<b>Gamma-Draining Nanites</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
Draw a card.
Then, if you drew two cards this turn, <i>Transform</i> this into Like Totally Smart Hulk.
Cost: 3

Transformed
<b>Like Totally Smart Hulk</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2+ Attack
<i>Outwit</i>: You get +2 Attack.
Cost: 5
<font size='1'><i>This hulk breaks encryption just as well as he breaks skulls.</i></font>

<b>Renegade Genius</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
0+ Attack
You get +1 Attack for each different cost of Hero you have.
<i>Outwit</i>: Draw a card.
Cost: 6

<b>Visualize the Variables</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
4 Attack
Whenever you use an <i>Outwit</i> ability this turn, you may use it an extra time.
<i>Outwit</i>: Look at the top card of your deck. KO it or put it back.
Cost: 8
"	World War Hulk	WW	Amadeus Cho (WW)
