Team	Hero	Name	Set	Split	Name_S	T0	C	Ct	B	R	G	Y	S	Br	Rr	Gr	Yr	Sr	SP	MO	FI	Drw	Dsc	Top	Bs	Wd	Cty	NR	C2	C4	CD	SK	LS	LT	TE	Pierc	HM	KO	KBS	AF	Vil	MF	VS	DC	SRD	FHQ	SHL	XTR	file	loc	id	uni	keywords	seq
X-Men	Wolfsbane	Nocturnal Savagery	NM				7	1				1									1		1	1																									newmutants,png	9 1	Wolfsbane (NM)	Wolfsbane (NM)	Moonlight	859
X-Men	Mirage	Empathic Link	NM				3	5				1								1			-1																										newmutants,png	5 2	Mirage (NM)	Mirage (NM)	""	860
X-Men	Mirage	Dreams made real	NM				3	5	1												1	1	1																										newmutants,png	6 2	Mirage (NM)	Mirage (NM)	Moonlight	861
X-Men	Mirage	Nightmare Wolves	NM				6	3		1											1		1																										newmutants,png	4 2	Mirage (NM)	Mirage (NM)	Waking Nightmare	862
X-Men	Mirage	Haunted by the Demon-Bear	NM				7	1		1											1		-1																										newmutants,png	3 2	Mirage (NM)	Mirage (NM)	Moonlight|Waking Nightmare	863
X-Men	Warlock	Earthling Choices	NM				2	5					1									1	1																										newmutants,png	7 1	Warlock (NM)	Warlock (NM)	""	864
X-Men	Warlock	Analyze planetary rotation	NM				3	5					1					1		1	1																												newmutants,png	8 1	Warlock (NM)	Warlock (NM)	Sunlight|Moonlight	865
X-Men	Warlock	Techno-organic adaptation	NM				6	3		1								1			1																	1											newmutants,png	6 1	Warlock (NM)	Warlock (NM)	""	866
X-Men	Warlock	Nanite Shapeshifter	NM				7	1					1							1	1	2													2														newmutants,png	5 1	Warlock (NM)	Warlock (NM)	Sunlight|Moonlight	867
X-Men	Karma	Sow Rivalry	NM				3	5		1					1						1						-1																						newmutants,png	9 2	Karma (NM)	Karma (NM)	""	868
X-Men	Karma	Temporary Possession	NM				4	5		1											1																									2			newmutants,png	10 2	Karma (NM)	Karma (NM)	""	869
X-Men	Karma	Karmic Balance	NM				6	3	1											1																		1								2			newmutants,png	8 2	Karma (NM)	Karma (NM)	""	870
X-Men	Karma	Control like a puppet	NM				8	1	1												1														1														newmutants,png	7 2	Karma (NM)	Karma (NM)	""	871
NONE	Ronan the Accuser	Universal Weapon	ITC				3	5					1									2																							1				itc,png	2 4	Ronan the Accuser (ITC)	Ronan the Accuser (ITC)	Shard	872
NONE	Ronan the Accuser	Rally Kree Warriors	ITC				4	5			1					1				1					1																				1				itc,png	1 4	Ronan the Accuser (ITC)	Ronan the Accuser (ITC)	Shard	873
NONE	Ronan the Accuser	Accuse enemies of the empire	ITC				6	3			1							1			1				1																								itc,png	10 3	Ronan the Accuser (ITC)	Ronan the Accuser (ITC)	Contest of Champions	874
NONE	Ronan the Accuser	Seek the infinity gems	ITC				8	1					1			1					1																								1				itc,png	9 3	Ronan the Accuser (ITC)	Ronan the Accuser (ITC)	Contest of Champions|Shard	875
Guardians	Nebula	Ruthless Cyborg	ITC				3	5					1							1																		1							-1				itc,png	4 2	Nebula (ITC)	Nebula (ITC)	Shard	876
Guardians	Nebula	Galactic Rogue	ITC				5	5				1					1	1			1																								1				itc,png	3 2	Nebula (ITC)	Nebula (ITC)	Shard	877
Guardians	Nebula	Illusion Device	ITC				4	3					1		1			1			1				-1																				-1				itc,png	6 2	Nebula (ITC)	Nebula (ITC)	Shard	878
Guardians	Nebula	Daring Raid	ITC				7	1				1								1	1																								-1				itc,png	5 2	Nebula (ITC)	Nebula (ITC)	Shard	879
Avengers	Captain Mar-Vell	Cosmic Awareness	ITC				2	5	1					1							1																				1				1				itc,png	5 1	Captain Mar-Vell (ITC)	Captain Mar-Vell (ITC)	Danger Sense|Shard	880
Avengers	Captain Mar-Vell	Kree Genetics	ITC				3	5			1									1																									-1				itc,png	6 1	Captain Mar-Vell (ITC)	Captain Mar-Vell (ITC)	Shard	881
Avengers	Captain Mar-Vell	Channel the Nega-Bands	ITC				6	3					1								1			-1											1			1							1				itc,png	7 1	Captain Mar-Vell (ITC)	Captain Mar-Vell (ITC)	Shard	882
Avengers	Captain Mar-Vell	Protector of the Universe	ITC				7	1		1											1																				1				-1				itc,png	8 1	Captain Mar-Vell (ITC)	Captain Mar-Vell (ITC)	Danger Sense|Shard	883
Avengers	Quasar	Manipulate Gravitons	ITC				3	5		1					1					1																									1				itc,png	6 3	Quasar (ITC)	Quasar (ITC)	Shard	884
Avengers	Quasar	Cosmic Champion	ITC				4	5	1												1																								-1				itc,png	7 3	Quasar (ITC)	Quasar (ITC)	Shard	885
Avengers	Quasar	The Quantum Bands	ITC				3	3		1											1																	1							-1				itc,png	8 3	Quasar (ITC)	Quasar (ITC)	Shard	886
Avengers	Quasar	The Star Brand	ITC				1	1			1										1																								1				itc,png	5 3	Quasar (ITC)	Quasar (ITC)	Shard	887
Avengers	Adam Warlock	Transmute Matter	ITC				3	5		1																																			1				itc,png	1 1	Adam Warlock (ITC)	Adam Warlock (ITC)	Shard	888
Avengers	Adam Warlock	Regenerative Cocoon	ITC				4	5			1												1																										itc,png	2 1	Adam Warlock (ITC)	Adam Warlock (ITC)	""	889
Avengers	Adam Warlock	Soulblast	ITC				5	3		1					1																														1				itc,png	3 1	Adam Warlock (ITC)	Adam Warlock (ITC)	Shard	890
Avengers	Adam Warlock	Manifest the Soul Gem	ITC				8	1	1																										2										1				itc,png	4 1	Adam Warlock (ITC)	Adam Warlock (ITC)	Shard	891
Avengers	Moondragon	Peaceful Meditation	ITC				3	5		1										1																													itc,png	9 1	Moondragon (ITC)	Moondragon (ITC)	""	892
Avengers	Moondragon	Psionic Warning	ITC				4	5				1					1				1																				1				1				itc,png	10 1	Moondragon (ITC)	Moondragon (ITC)	Danger Sense	893
Avengers	Moondragon	Psychokinetic Blast	ITC				6	3	1												1														1						1								itc,png	1 2	Moondragon (ITC)	Moondragon (ITC)	Danger Sense	894
Avengers	Moondragon	Lunar Dragon Form	ITC				8	1			1										1																				1								itc,png	2 2	Moondragon (ITC)	Moondragon (ITC)	Danger Sense	895
Avengers	Nova	Draw from the worldmind	ITC		Nova		2	5					1					1		1	1	1																											itc,png	9 2	Nova (ITC)	Nova (ITC)	""	896
Avengers	Nova	Electromagnetic Wave	ITC		Nova		3	5	1					1						1																									1				itc,png	10 2	Nova (ITC)	Nova (ITC)	""	897
Avengers	Nova	Declare Galatic Threat	ITC		Nova		6	3					1					2				2																											itc,png	7 2	Nova (ITC)	Nova (ITC)	Cosmic Threat	898
Avengers	Nova	Mobilize the Nova Corps	ITC		Nova		8	1	1					2								2																											itc,png	8 2	Nova (ITC)	Nova (ITC)	Cosmic Threat	899
Guardians	Yondu	Whistling Arrow	ITC				2	5	1					1																															-1				itc,png	3 4	Yondu (ITC)	Yondu (ITC)	Shard	900
Guardians	Yondu	Interstellar Hunter	ITC				3	5		1					1						1																				1								itc,png	4 4	Yondu (ITC)	Yondu (ITC)	Danger Sense	901
Guardians	Yondu	Anticipate their movements	ITC				5	3				1									1														1						1								itc,png	5 4	Yondu (ITC)	Yondu (ITC)	Danger Sense	902
Guardians	Yondu	Space Pirate	ITC				7	1					1																						2										1				itc,png	6 4	Yondu (ITC)	Yondu (ITC)	Shard	903
Guardians	Phyla-Vell	Channel cosmic power	ITC				2	5				1					1					1																							1				itc,png	4 3	Phyla-Vell (ITC)	Phyla-Vell (ITC)	Shard	904
Guardians	Phyla-Vell	Quantum Sword	ITC				4	5				1										1																							-1				itc,png	1 3	Phyla-Vell (ITC)	Phyla-Vell (ITC)	""	905
Guardians	Phyla-Vell	Martyr	ITC				3	3			1										1					-1																			1				itc,png	2 3	Phyla-Vell (ITC)	Phyla-Vell (ITC)	Shard	906
Guardians	Phyla-Vell	Avatar of Oblivion	ITC				8	1				1									1																	1							1				itc,png	3 3	Phyla-Vell (ITC)	Phyla-Vell (ITC)	Shard	907
Inhumans	Black Bolt	Declaration of War	ROK		Black Bolt		4	3					1								1							-1							1													Throne's Favor	blackbolt,jpg	NW	Black Bolt (ROK)	Black Bolt (ROK)	Throne's Favor	908
Inhumans	Black Bolt	The King's Speech	ROK		Black Bolt		8	1	1												1																											Throne's Favor	blackbolt,jpg	NE	Black Bolt (ROK)	Black Bolt (ROK)	Throne's Favor	909
Inhumans	Black Bolt	Break the Silence	ROK		Black Bolt		3	5	1					1						1																		1										Throne's Favor	blackbolt,jpg	SW	Black Bolt (ROK)	Black Bolt (ROK)	Throne's Favor	910
Inhumans	Black Bolt	Wordless Murmur	ROK		Black Bolt		5	5	1											1	1							1																					blackbolt,jpg	SE	Black Bolt (ROK)	Black Bolt (ROK)	""	911
Inhumans	Crystal	Elemental princess	ROK				6	3		1									-1		1																	1										Throne's Favor	crystal,jpg	NW	Crystal (ROK)	Crystal (ROK)	Throne's Favor	912
Inhumans	Crystal	Weave four into one	ROK				8	1			1			1	1	1	1				1																												crystal,jpg	NE	Crystal (ROK)	Crystal (ROK)	""	913
Inhumans	Crystal	Earth, air, fire and water	ROK				3	5	1					1	1	1	1				1																												crystal,jpg	SW	Crystal (ROK)	Crystal (ROK)	""	914
Inhumans	Crystal	Master the four elements	ROK				4	5				1							-1	1		1																											crystal,jpg	SE	Crystal (ROK)	Crystal (ROK)	""	915
Inhumans	Gorgon	Trample underhoof	ROK				6	3			1										1																	1											gorgon,jpg	NW	Gorgon (ROK)	Gorgon (ROK)	Abomination	916
Inhumans	Gorgon	Lead the inhuman elite	ROK				8	1			1										1						-1								1														gorgon,jpg	NE	Gorgon (ROK)	Gorgon (ROK)	Abomination|Teleport	917
Inhumans	Gorgon	Lockjaw, inhuman's best friend	ROK				3	5		1					1					1																													gorgon,jpg	SW	Gorgon (ROK)	Gorgon (ROK)	Teleport	918
Inhumans	Gorgon	Stomping shockwave	ROK				5	5			1					1					1						-1																						gorgon,jpg	SE	Gorgon (ROK)	Gorgon (ROK)	Abomination	919
Inhumans	Karnak	Find fatal flaw	ROK				4	5				1								1																	1												karnak,jpg	NW	Karnak (ROK)	Karnak (ROK)	""	920
Inhumans	Karnak	Brilliant strategist	ROK				2	5		1					1						1																												karnak,jpg	NE	Karnak (ROK)	Karnak (ROK)	""	921
Inhumans	Karnak	Seek the center	ROK				7	1		1																																							karnak,jpg	SW	Karnak (ROK)	Karnak (ROK)	""	922
Inhumans	Karnak	Shatter the weak point	ROK				5	3			1										1																1												karnak,jpg	SE	Karnak (ROK)	Karnak (ROK)	""	923
Inhumans	Medusa	Royal command	ROK				5	3				1									1														1		1											Throne's Favor	medusa,jpg	NW	Medusa (ROK)	Medusa (ROK)	Throne's Favor	924
Inhumans	Medusa	Headstrong	ROK				7	1				1									1	2																										Throne's Favor	medusa,jpg	NE	Medusa (ROK)	Medusa (ROK)	Throne's Favor	925
Inhumans	Medusa	Queen of the inhumans	ROK				2	5			1										1																											Throne's Favor	medusa,jpg	SW	Medusa (ROK)	Medusa (ROK)	Throne's Favor	926
Inhumans	Medusa	Splitting hairs	ROK				3	5				1					1				1	1																										Throne's Favor	medusa,jpg	SE	Medusa (ROK)	Medusa (ROK)	Throne's Favor	927
